prox_angle,distal_angle
-0.45409798535770024,-0.06676448955918769
-0.455451900193119,-0.06695271877369471
-0.4569807567437516,-0.06716776454634711
-0.4587597117266963,-0.06858499485724698
-0.4597592372221818,-0.0691610089944373
-0.4614298609684554,-0.06969093132957582
-0.4629935088986724,-0.07246218161927483
-0.46567263276112486,-0.09059152520683406
-0.46711848151932683,-0.09164578466528392
-0.4687684606830977,-0.09248376057477602
-0.47028025524943745,-0.09354870511686883
-0.47185467769410433,-0.09432811386509499
-0.47359354042504115,-0.095410909216748
-0.4749839273521875,-0.09634389129095669
-0.47639427236427423,-0.09733733138805517
-0.4778488510851542,-0.09845061390386596
-0.479364283612024,-0.09939039258774458
-0.48093835129433693,-0.10048463567570758
-0.48246167249642646,-0.10137090418263474
-0.4840187477606638,-0.10266173215866159
-0.4854788179597899,-0.10373854272163853
-0.4870153694055555,-0.10444704201479586
-0.4885337043083351,-0.10571166668716347
-0.4900843840753426,-0.10606332476290556
-0.4916611518136256,-0.10719461553367704
-0.493163169520344,-0.10881816610222618
-0.4947390493608079,-0.1092564298905016
-0.49620325149728317,-0.11032434604178658
-0.49777707365934404,-0.11111922991234818
-0.4993588151959745,-0.11239589743614085
-0.5008728324894063,-0.11331690718747134
-0.5022926362790293,-0.11446042508600533
-0.5039166732174426,-0.11523809930933127
-0.5056522484260969,-0.11681163498628012
-0.5070733529067442,-0.11782275935176222
-0.5087866019291675,-0.11850504582036803
-0.51019163608196,-0.11958059870444623
-0.5116480769085583,-0.12069830317955195
-0.5134062314903114,-0.12169479954157446
-0.515023729201224,-0.1228311727510686
-0.5166002903705358,-0.12423608279002042
-0.5181122419207945,-0.12541452944281464
-0.5197417308749827,-0.1264258356238041
-0.5211209712349579,-0.12713825124471007
-0.5225576390905581,-0.12877757396868023
-0.5240730371276968,-0.13023704461278565
-0.5256075966485176,-0.131325510889471
-0.527189987280918,-0.1326442693802365
-0.5287360987639016,-0.13348698855296998
-0.530359453521947,-0.13431309568284236
-0.5321437296670977,-0.13572313465313596
-0.5334297146093495,-0.13671631174725568
-0.5350982604346483,-0.138090588733421
-0.5367204535162099,-0.13906987520402067
-0.5383857975895332,-0.1398034030978098
-0.5401629871977558,-0.14056535726078082
-0.5414605507720923,-0.14239451477376044
-0.5432249004485757,-0.14280207640455225
-0.5446812965758636,-0.14477724794282973
-0.5463370255721626,-0.14449388641321853
-0.5476449911251039,-0.14666322869945017
-0.5493738459288954,-0.14777425748635634
-0.5509468562272539,-0.14773696728406852
-0.5522638741125285,-0.149612825670767
-0.553909346714471,-0.1506854945108919
-0.5555922833812732,-0.1510569111619665
-0.5570909224472419,-0.1527907849257416
-0.5586092398107686,-0.1530601236872589
-0.5601845251877726,-0.15448096049782287
-0.5617508189469604,-0.15615331980655753
-0.5633223544510793,-0.15695174813715623
-0.5646630758878416,-0.15870220123102965
-0.5663819957804995,-0.159644450942492
-0.5678271303526784,-0.16053395409673346
-0.5693961593822384,-0.16126847735851352
-0.5709599200721586,-0.16297635621971895
-0.5724363678398267,-0.16480002308438924
-0.5738977235756361,-0.16489514893194102
-0.5755280790250658,-0.16517344265566342
-0.5771948257981853,-0.16554640066242787
-0.5786580449624956,-0.1680292429965877
-0.5801447960264232,-0.1688079160417613
-0.5819439900488759,-0.16852039886925682
-0.5837283128188712,-0.16961919296565225
-0.5848031772403594,-0.17126472865815193
-0.5864773469425069,-0.1721005293665447
-0.588180093994462,-0.17404425697228135
-0.5896770185700969,-0.17473162877086498
-0.5918332227096629,-0.17601088821308475
-0.5933283935118068,-0.17710014383652495
-0.5943831457505326,-0.1787205207990169
-0.5959691339074827,-0.18004032010829715
-0.5976420868864364,-0.18114962258101
-0.5990435973228118,-0.1830415429563973
-0.6003658296326971,-0.18395995121837647
-0.6018945893743133,-0.185283969258102
-0.6036710055392505,-0.1868551522824917
-0.6050744416965843,-0.18744513242840782
-0.6068748525825982,-0.18902435961233663
-0.6080753631536618,-0.19051314677433218
